Product Name,Price,Rating,Seller Name
Amazon Basics 20000 mAh 22.5W Ultra Fast Charging Power Bank | Type C Power Delivery (Input & Output) | Quick Charge | Two-Way Fast Charging (Lime),"1,799",3.9 out of 5 stars,600+ bought in past month
"Stuffcool Major Ultra 65W PD Super Fast Charging 20000mAh Powerbank Supports Super Fast Charging 2.0, Charges macbooks, laptops, DSLRs and Gaming Console","2,699",3.7 out of 5 stars,300+ bought in past month
"Ambrane MagSafe Wireless 10000mAh Fast Charging Power Bank, Premium Metallic Body, Strong Magnet, 20W Output for iPhone 12 & Above, Android & Other Qi Enabled Devices (Aerosync PB Prime, Blue)","2,499",4.3 out of 5 stars,100+ bought in past month
"Lifelong 20000 mAh 22.5 W Compact Pocket Size Power Bank (Rust Orange, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)","2,099",4.1 out of 5 stars,200+ bought in past month
"Portronics Ampbox 27K 65W 27000 mAh 4-in-1 Fast Charging Power Bank with 2 Type C PD Output Ports & 2 Mach USB Output Ports Compatible with Laptop, Android Smartphones, iPhones, iPad, Tablet(Black)","3,349",3.9 out of 5 stars,300+ bought in past month
"FLiX (Beetel) UltraCharge XPB-P45 20,000mAh 45W QC Power Delivery PPS Power Bank, in-Built Type C & Lightning Fast Charging Cables, LED for Charging Percentage with Amp and Volt Display (Black)","1,990",4.6 out of 5 stars,200+ bought in past month
"ZEBRONICS MW62 Wireless Power Bank, 10000 mAh, Rapid Charge, Built-in Wireless Charging Pad, Outputs - 22W Wired | 15W Wireless, Type C I/O | USB Output, Built-in Foldable Stand, Made In India (BLACK)","1,619",3.2 out of 5 stars,500+ bought in past month
"Ambrane 27000mAh Powerbank, 22.5W Fast Charging, Triple Output (2 USB & 1 Type C), PD, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo Pro 27K, Deep Purple)","2,399",3.9 out of 5 stars,400+ bought in past month
"FLiX(Beetel) New Launch PowerXtreme 10,000mAh Slim Power Bank, USB C/Micro USB Input, Dual USB A Output, Compatible with iPhone 14 13 12 11 Samsung S22 S23 S21 Google Pixel 7 Oneplus (Black-P10)",599,3.7 out of 5 stars,600+ bought in past month
Amazon Basics 10000 mAh 22.5W Ultra Fast Charging Power Bank | Type C Power Delivery (Input & Output) | Quick Charge | Two-Way Fast Charging (Lime),"1,199",3.9 out of 5 stars,300+ bought in past month
"Ambrane 10000mAh Rugged, Slim & Compact Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Force 10k, Orange)","1,199",4.0 out of 5 stars,200+ bought in past month
"boAt Energyshroom PB300 Powerbank with 10000mAh Battery, 22.5w Fast Charging, 12-Layer Smart IC Protection, LED Indicators and Aluminum Alloy Casing(Martian Red)","1,099",4.0 out of 5 stars,300+ bought in past month
Amazon Basics Ultimate Power 20000mAh Power Bank for laptop & mobile charging | Triple Output PD100W + 30W | USB A 22.5W Fast Charging | LED Display | in-built Protection | Rapid Charge | Extended Use,"4,049",4.2 out of 5 stars,400+ bought in past month
"FLiX(Beetel) UltraCharge 20,000mAh QCPD Power Bank,USB C/B Input,Tripple output 22.5W High-Speed Power Delivery,Compatible to iPhone 14 13 12 11 Samsung S22 S23 Google Pixel7 Oneplus(P25- Olive Green)",990,3.5 out of 5 stars,600+ bought in past month
"Lifelong ZenCharge 10000 mAh 22.5 W Compact Pocket Size Power Bank with 6 Input/Output Port (Purple, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)","1,399",3.9 out of 5 stars,300+ bought in past month
GadgetBite Silicon Soft Cover Case for Mi Power Bank 3i 20000 mAh Battery [Power Bank NOT Included]-Black,259,4.6 out of 5 stars,200+ bought in past month
"pTron Dynamo Nitro 10000mAh 12W Power Bank, Dual USB Charging Ports, 2 Input Ports Type-C & Micro USB, Made in India, Multiple Layers of Protection & BIS Certified (Blue)",699,3.8 out of 5 stars,500+ bought in past month
"Xiaomi Pocket Power Bank 10000mAh 22.5W Fast Charging|Inbuilt Cable|Slim & Compact|Power Delivery|QC 3.0|Type-C Input & Output|3 Output Port|Maroon|Supports Android,Apple,Tablets,Earbuds,Watches","1,699",4.2 out of 5 stars,500+ bought in past month
Amazon Basics Fast Charging 10000mAh Power Bank | PD20W + 22.5W | LED Display | Broad Compatibility | in-Built Device Protection | Rapid Charge | Extended Power,"1,299",4.2 out of 5 stars,500+ bought in past month
Amazon Basics 27000 mAh 65W Ultra Fast Charging Power Bank | Type C Power Delivery (Input & Output) | Quick Charge | Two-Way Fast Charging(Black),"3,699",3.9 out of 5 stars,200+ bought in past month
"Ambrane 50000mAh Powerbank, 20W Fast Charging, Triple Output (2 USB & 1 Type C), PD, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo Max 50k, Blue)","4,499",4.0 out of 5 stars,200+ bought in past month
"Portronics Luxcell Mini 10K Advanced 10000 mAh Smallest Power Bank with 22.5W Max Output, LED Indicator, Mach USB-A Output, Type C PD Output, Type C Input, Wake Up Button(Green)","1,048",4.1 out of 5 stars,100+ bought in past month
"Boult Newly Launched AmpVault v10 Powerbank with 10000 mAh, 22.5W Fast Charging, LED Display, USB & Type C Input/Output, Overcharge Protection, Lightweight iPhone & Andriod Mobile Power Bank (Coffee)","1,099",3.9 out of 5 stars,200+ bought in past month
"Boult Newly Launched AmpVault v10 Powerbank with 10000 mAh, 22.5W Fast Charging, LED Display, USB & Type C Input/Output, Overcharge Protection, iPhone & Andriod Mobile Power Bank (Powder Blue)","1,099",3.9 out of 5 stars,400+ bought in past month
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,4.2 out of 5 stars,400+ bought in past month
"Anker 10000 mAh PD Power Bank, PowerCore (Series 3), Fast Charging PowerIQ (PIQ) Technology, USB-C Input, USB-A & USB-C Output, Charge 2 Devices at Once, Ultra Slim Portable Charger","1,199",4.3 out of 5 stars,100+ bought in past month
"Ambrane 20000mAh Rugged Compact Powerbank, Slim & Lightweight with 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Force 20k, Orange)","1,799",4.0 out of 5 stars,100+ bought in past month
Xiaomi Wireless Power Bank 10000mAh | 22.5W Fast Charging (USB-A) | 10W Wireless Charging | Two-Way Fast Charging | Fast Charging USB C Input Port,"2,499",4.1 out of 5 stars,200+ bought in past month
Amazon Basics 10000mAh 22.5W Fast Charging Power Bank with Cable | Triple Output Ports |Dual Input Ports | Lithium Polymer Power Bank | Compact Metal Body (Black),899,4.1 out of 5 stars,300+ bought in past month
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black","1,499",4.1 out of 5 stars,M.R.P:
URBN 20000 mAh Premium Nano Power Bank | 22.5W Super Fast Charging | Pocket Size| Dual Type C Power Delivery (PD) Output + 1 USB Output for Quick Charge | Two-Way Fast Charge (Purple),"1,799",4.1 out of 5 stars,200+ bought in past month
"Ambrane 4 in 1 Wireless Charging 10000mAh Power Bank 15W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Aerosync Quad, Black)","1,998",3.0 out of 5 stars,400+ bought in past month
"Portronics Luxcell Mini 10K Advanced 10000 mAh Smallest Power Bank with 22.5W Max Output, LED Indicator, Mach USB-A Output, Type C PD Output, Type C Input, Wake Up Button(Yellow)","1,048",4.1 out of 5 stars,200+ bought in past month
"Ambrane 10000mAh Slimmest & Compact (Pocket/Bag Friendly) Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Powerlit, Purple)","1,199",4.0 out of 5 stars,100+ bought in past month
"Spigen 20,000mAh, 30W Fast Charging Durable Alloy Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for USB-A Port - Black","2,654",3.9 out of 5 stars,200+ bought in past month
"Portronics Boosty 5k 5000mAh 15W Wireless Magnetic Fast Charging Slimmest Powerbank, Metallic Finish, 20W Type C PD Output, Light Weight, Compatible with iPhone 12 Above, Other Qi Enabled Devices","1,999",3.6 out of 5 stars,200+ bought in past month
"Redmi Lithiumpolymer 10000 Mah Fast Charging Slim Power Bank (Black, 10W Fast Charging, Dual Ports)","1,199",4.1 out of 5 stars,100+ bought in past month
"FLiX(Beetel) UltraCharge 10000mAh QCPD Power Bank,USB C/B Input,Tripple Output 22.5W High-Capacity Power Delivery,Compatible to iPhone 14 13 12 11 Samsung S22 23 21 GooglePixel7 Oneplus",799,3.5 out of 5 stars,400+ bought in past month
"Anker 20000 mAh PD Power Bank, PowerCore (Series 3), Fast Charging PowerIQ (PIQ) Technology, USB-C Input, USB-A & USB-C Output, Charge 2 Devices, Ultra Slim Portable Charger for iPhone & other Phones","2,498",4.5 out of 5 stars,200+ bought in past month
"GadgetBite Silicone case for Xiaomi, 10000mAh Power Bank, for Xiaomi mi[Power Bank NOT Included]-Black",249,4.6 out of 5 stars,200+ bought in past month
"Belkin 20000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Black","2,999",4.1 out of 5 stars,200+ bought in past month
"pTron Dynamo Spark 10000mAh 22.5W Power Bank, Compact Size Fast Charging, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports (Black)",999,4.3 out of 5 stars,100+ bought in past month
"FLiX(Beetel) UltraCharge 20,000mAh QCPD Power Bank,USB C/B Input,Tripple Output 22.5W High-Speed Power Delivery,Compatible to iPhone 14 13 12 11 Samsung S22 S23 Google Pixel7 Oneplus (P25-Black)","1,199",3.5 out of 5 stars,300+ bought in past month
URBN 10000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Bright Blue),999,3.9 out of 5 stars,200+ bought in past month
"Amazon Basics 27000 mAh Power Bank | 22.5W Fast Charging | Triple Output | Smartphones, TWS, Speakers, Tablets (Black)","1,699",3.8 out of 5 stars,50+ bought in past month
"URBN 10000 mAh Ultra Compact 22.5W Super Fast Charging Pocket Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Blue)","1,299",3.8 out of 5 stars,300+ bought in past month
"ZEBRONICS MB10000S5 Power Bank, 10000 mAh, 12W, Dual USB Output, Type C | Micro USB Inputs, Built in Protections, LED Indicator, Included USB to Type C Cable, Made in India",568,3.4 out of 5 stars,200+ bought in past month
"Ambrane 10000mAh Slimmest & Compact (Pocket/Bag Friendly) Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Powerlit, Maroon)","1,199",4.0 out of 5 stars,100+ bought in past month
Amazon Basics 20000mAh 22.5W Power Bank Black,"1,349",3.6 out of 5 stars,50+ bought in past month
"Anker Power Bank 10000mAh 22.5W Portable Charger with USB C Lanyard Cable with 2 Port, 1 USB-C, 1 USB-A Fast Charging for iPhones, iPads, Samsung Smartphones and Other Android Devices - Black","1,369",3.7 out of 5 stars,50+ bought in past month
"pTron Dynamo Vortex 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung,iPhone, Oneplus, Oppo, 2 Outputs & 1 Input & Multiple Layers of Protection (Blue)",899,4.2 out of 5 stars,300+ bought in past month
Stuffcool Click 5000mAh Made in India Magnetic Wireless Powerbank with 18W PD Fast Charing Type C Port Perfect for iPhone 12/13/14 Series (Metallic Grey),"1,499",3.4 out of 5 stars,100+ bought in past month
"ZEBRONICS MB10000S6 (V1) Power Bank, 10000 mAh, 12W, 5 x Outputs - Dual USB A | Type C | Micro USB | Lightning, Built in I/O Cables, Percentage Display, Carry Loop, Made in India (Lavender)",638,3.0 out of 5 stars,100+ bought in past month
"Anker Power Bank 20000 mAh with 3-Port 30W Max PD Fast Charge, Compatible iPhones, iPads, Macbooks, Samsung Smartphones and Other Android Devices - Black","3,999",4.1 out of 5 stars,100+ bought in past month
"URBN 20000 mAh 22.5W Super Fast Charging Ultra Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Blue)","1,299",3.7 out of 5 stars,100+ bought in past month
URBN 20000mAh Power Bank with Built-in Type-C Cable | 22.5W Super Fast Charging | Smart LED Display | Dual Type-C PD + USB Outputs | Pocket Size Portable Charger for Quick Charge (Camo),"2,199",4.1 out of 5 stars,100+ bought in past month
"Belkin BoostCharge Pro 10000 mAh Qi2 Magnetic Power Bank | iPhone 16, 15, 14, 13 | Black","6,999",4.2 out of 5 stars,50+ bought in past month
"Anker 533 Power Bank 10000 mAh Capacity (PD 25W) with 3 Port, 2 USB-C, 1 USB-A Fast Charging for iPhones, iPads, Samsung Smartphones and Other Android Devices - White","1,419",4.3 out of 5 stars,100+ bought in past month
"Ambrane 50000mAh Powerbank, 20W Fast Charging, Triple Output (2 USB & 1 Type C), PD, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo Max 50k, Black)","4,499",4.0 out of 5 stars,100+ bought in past month
"Stuffcool Lucid Plus 15W Magnetic Wireless Powerbank with Stand for AirPods Pro, iPhone 12/13/14/15/16, Flagship Android and 20W Fast Wired Charging","3,499",4.1 out of 5 stars,100+ bought in past month
"HEYMIX 100W Laptop Power Bank - 20000mAh Laptop Powerbank Portable Charger, 65W/45W/30W/20W USB C Battery PowerBank with PD Fast Charging Compatible with MacBook MacAir,iPad,iPhone 15/14/13, S23+/S22+","4,999",4.4 out of 5 stars,100+ bought in past month
"HEYMIX Mini Power Bank 10000mAh - 22.5W Portable Powerbank Built-in Cable, 3IN1 USB-C Travel Power Pack Fast Charging PD3.0/QC4.0, Battery Bank Compatible with iPhone 15/14,S24/S23/S22,iPad","1,699",4.3 out of 5 stars,100+ bought in past month
Amzon Basics 10000mAh 20W Fast Charging Power Bank and 15W Wireless Output | Type C Power Delivery (Input & Output) Quick Charge| Two Way Fast Charge | Made in India (Black),"2,389",3.8 out of 5 stars,100+ bought in past month
Stuffcool Click 5000mAh Made in India Magnetic Wireless Powerbank with 18W PD Fast Charing Type C Port Perfect for iPhone 12/13/14 Series (Matte Black),"1,499",3.4 out of 5 stars,100+ bought in past month
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Rose Gold","1,489",4.1 out of 5 stars,100+ bought in past month
"Hammer Ultra Charge 10000mAh 22.5W Power Bank 20W PD Fast Charging, 3 Output, 2 Input Ports Type-C/PD, Micro USB and Multiple Layers of Protection (Green)",799,3.7 out of 5 stars,100+ bought in past month
"Spigen Durable Alloy Power Bank 10,000mAh, 22.5W Fast Charging Power Bank with PD3.0 20W for 2 USB-C Ports, QC3.0 22.5W for 1 USB-A Port - Dark Silver","1,435",3.7 out of 5 stars,100+ bought in past month
"Lifelong ZenCharge 10000 mAh 22.5 W Compact Pocket Size Power Bank with 6 Input/Output Port (Peach, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Speaker, Tablet)","1,499",4.1 out of 5 stars,100+ bought in past month
"Anker Magnetic Wireless Power Bank 10,000mAh with Stand, Supports 20W Fast Charging with USB-C, Magsafe-Compatible for iPhone 12/13/14/15/15 Plus/15 Pro/15 Pro Max & Android Smartphone - Black","3,499",3.7 out of 5 stars,100+ bought in past month
"FLiX (Beetel) UltraCharge XPB-P45 20,000mAh 45W QC Power Delivery PPS Power Bank, in-Built Type C & Lightning USB Fast Charging Cables, LED for Charging Percentage with Amp and Volt Display (Blue)","1,990",4.6 out of 5 stars,100+ bought in past month
"Lifelong ZenCharge 10000 mAh 22.5 W Compact Pocket Size Power Bank with 6 Input/Output Port (Light Green, Lithium Polymer, Fast Charging, Quick Charge 3.0, Earbuds, Speaker, Tablet)","1,499",4.1 out of 5 stars,100+ bought in past month
"Stuffcool Mega II Compact 10,000mAh 30W PD, 33W PPS Powerbank with Samsung Super Fast Charging, Charges iPhones & Pixels 50% in 30 Mins, Universal Fast Charging for Oppo, OnePlus, Realme - Green","1,599",4.2 out of 5 stars,100+ bought in past month
"Samsung Galaxy 10000mAh Power Bank, Wireless Battery Pack, Gray","3,999",4.1 out of 5 stars,100+ bought in past month
"ZEBRONICS Mb10000S11 Power Bank, 10000 Mah, Rapid Charge, 20W Output, Dual USB Output, Pd 3.0 Type C, Built in Protections, Tablets Led Indicator, Made in India (Black)",648,3.4 out of 5 stars,100+ bought in past month
"Spigen 3in1 10000mAh Wireless Charging Power Bank with USB-A | USB-C 20W Fast Charging, Included USB-C to USB-C Cable, Lithium Polymer - Black","2,556",3.8 out of 5 stars,"(
₹639/count)"
"Ambrane 27000mAh Powerbank, 20 W Fast Charging, Triple Output (2 USB & 1 Type C), PD, Quick Charge for iPhone, Android & Other Devices, Made in India + Type C Cable (Stylo Pro 27K, Green)","2,399",3.9 out of 5 stars,100+ bought in past month
"Portronics Boosty 10K 10000mAh 15W Wireless Magnetic Fast Charging Slimmest Powerbank, Metallic Finish, 20W Type C PD Output, Light Weight, Compatible with iPhone 12 Above, Other Qi Enabled Devices","2,498",3.6 out of 5 stars,100+ bought in past month
"HEYMIX TECH Power Bank 20000mah Fast Charging - 22.5W Powerbank Portable Charger, USB C Fast Charging Battery Pack Compatible with iPhone 15/14/13, Samsung S24, S23, iPad, Pixel","1,999",4.3 out of 5 stars,50+ bought in past month
"FLiX (Beetel) UltraCharge P125 20000mAh 22.5W QC Power Delivery PPS Power Bank, Tripple Output, Dual Input Type C & B, Percentage LED Indicator, Compatible to iPhone, Samsung, Google (XPB-P125)(Blue)",990,3.5 out of 5 stars,100+ bought in past month
"Ambrane 10000mAh Power Bank with 20W Fast Charging, Dual Output, Power Delivery, Type C Input, Made in India, Multi-Layer Protection, Li-Polymer + Type C Cable(Stylo-10k, White)",899,3.8 out of 5 stars,50+ bought in past month
Amazon Basics 10000mAh 12W Power Bank Black,699,3.6 out of 5 stars,100+ bought in past month
"pTron Dynamo Spark 10000mAh 22.5W Power Bank, Compact Size Fast Charging, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Output & 2 Input Ports (Blue)",999,4.0 out of 5 stars,100+ bought in past month
Amazon Basics 10000mAh Metal 22.5W Power Bank Blue,999,3.6 out of 5 stars,300+ bought in past month
"pTron Dynamo Vortex 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung,iPhone, Oneplus, Oppo, 2 Outputs & 1 Input & Multiple Layers of Protection (Black)",899,3.7 out of 5 stars,300+ bought in past month
"FLiX (Beetel) UltraCharge P125 20000mAh 22.5W QC Power Delivery PPS Power Bank, Tripple Output, Dual Input Type C & B, Percentage LED Indicator, Compatible iPhone, Samsung, Google (XPB-P125)(Purple)",990,3.5 out of 5 stars,50+ bought in past month
"pTron Dynamo Nergy 10000mAh 22.5W Fast Charging Power Bank, 20W PD Fast Charging, Supports Xiamo, Redmi, Samsung, iPhone, Oneplus, Oppo, 3 Outputs & 1 Input & Multiple Layers of Protection (Green)",899,4.0 out of 5 stars,200+ bought in past month
URBN 20000 mAh Li-Polymer Ultra Compact Power Bank | 12W Fast Charge | Dual USB Output | Type C & Micro Input Only | Pocket Size | Made in India (Blue),"1,499",3.9 out of 5 stars,50+ bought in past month
"URBN 27000 mAh 22.5W Super Fast Charging Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Blue)","2,199",3.8 out of 5 stars,100+ bought in past month
MI 10000mAh 3i Lithium Polymer Power Bank Dual Input( Micro-USB and Type C) and Output Ports 18W Fast Charging (Metallic Blue),"1,199",4.2 out of 5 stars,M.R.P:
URBN 10000 mAh Magsafe Power Bank | 15W Fast Wireless Charging |Strong Magnetic Hold | Type C Input/Output | Pass Through Charging | MagTag Ring Included | (Back),"2,499",3.6 out of 5 stars,100+ bought in past month
"URBN Power Bank 10,000mAh - Ultra Slim, 22.5W Two Way Fast Charging, Triple Output, Dual Type C PD, 12 Layers Circuit Protection, BIS Certified, 6 Months Warranty Free Type C Cable - Camo",999,3.7 out of 5 stars,100+ bought in past month
"Anker Power Bank, 20,000mAh with Built-in USB-C Cable, 87W Max Fast Charging (PowerCore 20K for Laptop) Lenovo, HP, Dell, Microsoft, MacBook, iPad, iPhone, Apple Watches, Samsung and More - Black","5,499",4.6 out of 5 stars,100+ bought in past month
"Anker Nano Power Bank, 10,000mAh Portable Charger with Built-in USB-C Cable, PD 30W Output with 1 USB-C, 1 USB-A, Fast Charging Battery Pack for iPhone 16/15/14 Series, Galaxy, iPad, and More - Blue","3,499",4.6 out of 5 stars,50+ bought in past month
"Belkin 10000 mAh PD 3.0 Slim Fast Charging Power Bank with 1 USB-C and 2 USB-A Ports to Charge 3 Devices Simultaneously, for iPhones, Android Phones, Smart Watches & More - Blue","1,489",4.1 out of 5 stars,100+ bought in past month
"Anker Nano Power Bank, 10,000mAh Portable Charger with Built-in USB-C Cable, PD 30W Output with 1 USB-C, 1 USB-A, Fast Charging Battery Pack for iPhone 16/15/14 Series, Galaxy, iPad, and More - Black","3,499",4.6 out of 5 stars,50+ bought in past month
"boAt Pocket Energyshroom PB300 Pro 10000mAh | Compact Power Bank, Type-C Input (2-Way Port), 2X Output Ports, 2-Way 22.5W Fast Charging, Pass-Through Charging(Emerald Green)","1,399",4.0 out of 5 stars,M.R.P:
"Ambrane MagSafe Wireless 10000mAh Fast Charging Power Bank, Premium Metallic Body, Strong Magnet, 20W Output for iPhone 12 & Above, Android & Other Qi Enabled Devices (Aerosync PB Prime, Titanium)","2,499",4.3 out of 5 stars,50+ bought in past month
"Lifelong AMPCHARGE 20000 mAh 22.5 W Compact Pocket Size Power Bank with 4 Input/Output Port (Light Blue, Lithium Polymer, Fast Charging, Quick Charge 3.0 for Mobile, Earbuds, Smartwatch, Speaker)","1,899",4.3 out of 5 stars,50+ bought in past month
"DR VAKU® 20000mAh Power Bank Nextek Portable 22.5w PD 18w QC Fast Charging Dual USB Port (Input & Output) Lithium Polymer Battery Power Bank for iPhone, Samsung & Android Devices- Blue","1,599",4.3 out of 5 stars,50+ bought in past month
"Redmi 20000mAh Power Bank, USB Type C, Micro USB Ports, Dual USB Output, 18W Fast Charging, Low Power Mode, (White)","1,999",4.2 out of 5 stars,100+ bought in past month
"AmazonBasics 10000mAH Lithium Polymer Power Bank | 3 Charging Cables Included | Four Way Output (Micro USB, Type C, iPhone Cables and 1 USB Port), Dual Input (Type C, Micro USB) | Black",949,3.8 out of 5 stars,100+ bought in past month
Amazon Basics 20000 mAh 22.5W Ultra Fast Charging Power Bank | Type C Power Delivery (Input & Output) | Quick Charge | Two-Way Fast Charging (White),"1,829",3.9 out of 5 stars,100+ bought in past month
"Belkin 5000 mAh Magnetic MagSafe Wireless Power Bank with Stand, Sleek Design for iPhone 15, 14, 13 and 12 Series, Compatible with MagSafe Covers – White","3,499",3.6 out of 5 stars,100+ bought in past month
"LAPCARE Smart Tank VI 20000mAh Fast Charging Power Bank | Dual USB Port | Led Indicator | Compact & Slim Design | Made in India | Type C and 2 USB Ports, 12W Fast Charging Power Bank",630,4.2 out of 5 stars,M.R.P:
"pTron Dynamo Rush 10000mAh 22.5W Nano Power Bank, Compact Size Fast Charging, Supports VOOC/Wrap/Dash USB Charging, 20W PD Fast Charging, Built-in Type C Cable, 2 Output Ports & BIS Certified (Black)","1,499",4.6 out of 5 stars,100+ bought in past month
"Ambrane 10000mAh Slimmest & Compact (Pocket/Bag Friendly) Powerbank, 22.5W Fast Charging, USB & Type C Output, Power Delivery, Quick Charge for iPhone, Android & Other Devices (Powerlit, Green)","1,199",4.0 out of 5 stars,100+ bought in past month
"Electronic Spices TP4056 Micro USB Lithium Battery Charging Converter with Overcharge Discharge Over-Current Protection Charging Board (5V,18650), (10)",289,4.0 out of 5 stars,100+ bought in past month
"URBN 10000 mAh Nano Link Power Bank with in-Built USB-C Cable| 22.5W Fast Charging | Type C PD (Input& Output) | Made in India | Two Way Fast Charge | for iPhone, Android & More (Black)","1,699",4.1 out of 5 stars,50+ bought in past month
"URBN 27000 mAh 22.5W Super Fast Charging Compact Power Bank with Quick Charge & Power Delivery, Type C Input/Output, Made in India, Type C Cable Included (Camo)","2,199",3.8 out of 5 stars,50+ bought in past month
"Anker Power Bank 20000 mAh with Built-in USB C Cable, 22.5W Fast Charging with 1 USB-C, 1 USB-A, for iPhones, iPads, Macbooks, Samsung Smartphones and Other Android Devices - Black","2,999",4.4 out of 5 stars,M.R.P:
URBN 20000mAh Power Bank with Built-in Type-C Cable | 22.5W Super Fast Charging | Smart LED Display | Dual Type-C PD + USB Outputs | Pocket Size Portable Charger for Quick Charge (Blue),"2,199",4.1 out of 5 stars,100+ bought in past month
"Spigen 2in1 10000 mAh Wireless Charging Power Bank with USB-A | USB-C 20W Fast Charging, Included USB-C to USB-C Cable, Lithium Polymer - Black","2,115",3.9 out of 5 stars,"(
₹1,057.50/count)"
"Anker 537 Power Bank 24000 mAh 65W Fast Charging, (PowerCore 24K for Laptop) for Lenovo, HP, Dell, Microsoft, MacBook, iPad, iPhone, Apple Watches, Samsung and Other Android Devices - Black","6,649",4.3 out of 5 stars,100+ bought in past month
Saco Polyester Shock Proof Pouch Case Compatible For Mi 20000Mah Backcase For Mobile Phone Power Bank 2I | Mi 10000Mah Power Bank 3I | Xiaomi Wireless Power Bank 10000Mah (Wallet | Black),326,4.3 out of 5 stars,50+ bought in past month
"Anker 633 Magnetic Wireless Power Bank 10000mAh with Stand, 20W USB-C Power Delivery, Magsafe Compatible for iPhone 12/13/14/15/15 Plus/15Pro/15Pro Max,and Android Smartphones with Magsafe Cases-Blue","7,499",4.5 out of 5 stars,100+ bought in past month
"Amazon Basics 20000 mAh Power Bank | 22.5W Fast Charging | Dual Output & Input | Charge 3 Devices Simultaneously | for Smartphones, TWS Earbuds, Speakers, Tablets (Metallic Grey)","1,399",3.8 out of 5 stars,100+ bought in past month
"DR VAKU® 10000mAh Magnetic Wireless Power Bank for iPhone 16/15/14/13/12 Series, iWatch & Airpods 20w PD 15w Wireless Charging (Input & Output) Lithium Polymer Battery- Black","2,999",4.3 out of 5 stars,M.R.P:
"Belkin 5000 mAh Magnetic MagSafe Wireless Power Bank with Stand, Sleek Design for iPhone 15, 14, 13 and 12 Series, Compatible with MagSafe Covers – Black","3,489",3.6 out of 5 stars,100+ bought in past month
Stuffcool Alum 10000mAh Made in India Aluminium Metallic Magnetic Wireless Powerbank for iPhone 12/13/14/15 Series (Silver),"2,699",3.6 out of 5 stars,50+ bought in past month
"Spigen 5in1 10000mAh Wireless Power Bank with USB-A Dual Charging Dock for Airpods and Smartwatches, Lithium Polymer - Black","3,175",3.6 out of 5 stars,50+ bought in past month
URBN 10000 mAh Lithium_ion Premium Black Edition Nano Power Bank | 20W Fast Charging | Smallest Power Bank | Type C PD (Input& Output) | Made in India | Dual Output | Free Type C Cable - Black,"1,299",4.1 out of 5 stars,M.R.P:
"Callmate Ultrafuse Max 50000mAh Ultra High Capacity Power Bank, 23W Fast Charging |Digital Display |4 USB Output Ports & 3 Input |LED Light with SOS| for Smartphones & Other Devices","2,898",3.4 out of 5 stars,50+ bought in past month
